日期,代码,名称,阶段,信号,置信度,信号依据,触发时间,信号强度,备注,信号定性,wash_level,wash_reason,need_l2,位置,量价配合,量柱形态
2025-03-26,300394,天孚通信,建仓,建仓,0.4,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价跌量缩,低量柱
2025-03-27,300394,天孚通信,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,凹底,量增价跌,普通量柱
2025-03-28,300394,天孚通信,建仓,建仓,0.4,位置确认,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,凹底,价跌量缩,低量柱
2025-03-31,300394,天孚通信,建仓,建仓,0.6,量价形态+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,凹底,量价齐升,平量柱
2025-04-01,300394,天孚通信,建仓,建仓,0.4,位置确认,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,凹底,价跌量缩,低量柱
2025-04-02,300394,天孚通信,建仓,建仓,0.4,量价形态+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,凹底,量价齐升,普通量柱
2025-04-03,300394,天孚通信,建仓,建仓,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,凹底,量增价跌,梯量柱
2025-04-07,300394,天孚通信,建仓,建仓,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,凹底,量增价跌,梯量柱
2025-04-08,300394,天孚通信,建仓,建仓,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,凹底,量增价跌,梯量柱
2025-04-09,300394,天孚通信,建仓,建仓,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,凹底,价升量缩,缩量柱
2025-04-10,300394,天孚通信,建仓,建仓,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,量价齐升,普通量柱
2025-04-11,300394,天孚通信,建仓,建仓,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价升量缩,缩量柱
2025-04-14,300394,天孚通信,建仓,建仓,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,量价齐升,普通量柱
2025-04-15,300394,天孚通信,建仓,建仓,0.4,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价跌量缩,缩量柱
2025-04-16,300394,天孚通信,建仓,建仓,0.4,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,凹底,量增价跌,普通量柱
2025-04-17,300394,天孚通信,建仓,建仓,0.4,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,凹底,价跌量缩,缩量柱
2025-04-18,300394,天孚通信,建仓,建仓,0.6,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,凹底,量价齐升,普通量柱
2025-04-21,300394,天孚通信,建仓,建仓,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,量价齐升,梯量柱
2025-04-22,300394,天孚通信,建仓,建仓,0.4,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价跌量缩,缩量柱
2025-04-23,300394,天孚通信,建仓,建仓,0.6,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,量价齐升,倍量柱
2025-04-24,300394,天孚通信,建仓,建仓,0.4,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价跌量缩,缩量柱
2025-04-25,300394,天孚通信,建仓,建仓,0.6,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价升量缩,平量柱
2025-04-28,300394,天孚通信,建仓,建仓,0.4,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价跌量缩,缩量柱
2025-04-29,300394,天孚通信,建仓,建仓,0.4,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价跌量缩,缩量柱
2025-04-30,300394,天孚通信,建仓,建仓,0.6,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,量价齐升,普通量柱
2025-05-06,300394,天孚通信,建仓,建仓,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,量价齐升,梯量柱
2025-05-07,300394,天孚通信,建仓,建仓,0.4,位置确认,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价跌量缩,缩量柱
2025-05-08,300394,天孚通信,建仓,建仓,0.6,量价形态+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,量价齐升,倍量柱
2025-05-09,300394,天孚通信,建仓,建仓,0.4,位置确认,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价跌量缩,缩量柱
2025-05-12,300394,天孚通信,建仓,建仓,0.4,量价形态+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价升量缩,平量柱
2025-05-13,300394,天孚通信,建仓,建仓,0.4,位置确认,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,量增价跌,普通量柱
2025-05-14,300394,天孚通信,建仓,建仓,0.4,量价形态+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价升量缩,平量柱
2025-05-15,300394,天孚通信,无明显迹象,无明显迹象,0.0,位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,低位,价跌量缩,缩量柱
2025-05-16,300394,天孚通信,建仓,建仓,0.4,量价形态+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价升量缩,缩量柱
2025-05-19,300394,天孚通信,无明显迹象,无明显迹象,0.0,位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,低位,价跌量缩,缩量柱
2025-05-20,300394,天孚通信,无明显迹象,无明显迹象,0.0,量价形态+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,低位,量价齐升,普通量柱
2025-05-21,300394,天孚通信,无明显迹象,无明显迹象,0.0,量价形态+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,低位,量价齐升,梯量柱
2025-05-22,300394,天孚通信,无明显迹象,无明显迹象,0.0,位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,低位,价跌量缩,缩量柱
2025-05-23,300394,天孚通信,无明显迹象,无明显迹象,0.0,位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,低位,价跌量缩,缩量柱
2025-05-26,300394,天孚通信,建仓,建仓,0.4,量价形态+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,价升量缩,缩量柱
2025-05-27,300394,天孚通信,无明显迹象,无明显迹象,0.0,位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,低位,量增价跌,普通量柱
2025-05-28,300394,天孚通信,建仓,建仓,0.6,量价形态+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],中性参考备注（建仓 57%正，幅度不足）,normal,无对倒迹象,True,低位,量价齐升,梯量柱
2025-05-29,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2025-05-30,300394,天孚通信,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-06-03,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,平量柱
2025-06-04,300394,天孚通信,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-06-05,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,平量柱
2025-06-06,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,平量柱
2025-06-09,300394,天孚通信,拉升,拉升,0.6,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,倍量柱
2025-06-10,300394,天孚通信,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-06-11,300394,天孚通信,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-06-12,300394,天孚通信,拉升,拉升,0.6,量价形态+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,倍量柱
2025-06-13,300394,天孚通信,洗盘,洗盘,0.5,位置确认,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-06-16,300394,天孚通信,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-06-17,300394,天孚通信,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-06-18,300394,天孚通信,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-06-19,300394,天孚通信,洗盘,洗盘,0.5,位置确认,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-06-20,300394,天孚通信,洗盘,洗盘,0.5,位置确认,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-06-23,300394,天孚通信,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
2025-06-24,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
2025-06-25,300394,天孚通信,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-06-26,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2025-06-27,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2025-06-30,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日+2.64% 当日+6.49% → 累计+0.09%（滞涨），量572176>1.5×20日均349958 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=高位，前一日+2.64% 当日+6.49% → 累计+0.09%（滞涨），量572176>1.5×20日均349958 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量价齐升,梯量柱
2025-07-01,300394,天孚通信,出货,出货,0.33,大盘共振,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-07-02,300394,天孚通信,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,平量柱
2025-07-03,300394,天孚通信,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-07-04,300394,天孚通信,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,平量柱
2025-07-07,300394,天孚通信,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-07-08,300394,天孚通信,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日-3.41% 当日+13.01% → 累计+0.09%（滞涨），量596509>1.5×20日均368415 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=高位，前一日-3.41% 当日+13.01% → 累计+0.09%（滞涨），量596509>1.5×20日均368415 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量价齐升,倍量柱
2025-07-09,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2025-07-10,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,量价齐升,普通量柱
2025-07-11,300394,天孚通信,出货,出货,0.33,大盘共振,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-07-14,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2025-07-15,300394,天孚通信,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,量价齐升,倍量柱
2025-07-16,300394,天孚通信,无明显迹象,无明显迹象,0.0,大盘共振,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-07-17,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2025-07-18,300394,天孚通信,出货,出货,0.5,大盘共振,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,量增价跌,平量柱
2025-07-21,300394,天孚通信,出货,出货,0.5,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,量增价跌,梯量柱
2025-07-22,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,量价齐升,梯量柱
2025-07-23,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2025-07-24,300394,天孚通信,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
2025-07-25,300394,天孚通信,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-07-28,300394,天孚通信,无明显迹象,无明显迹象,0.0,量价形态+大盘共振,2026-09-19 20:23:52,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,量价齐升,普通量柱
2025-07-29,300394,天孚通信,拉升,拉升,0.8,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+3.10% 当日+14.13% → 累计+0.18%（滞涨），量685025>1.5×20日均372776 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+3.10% 当日+14.13% → 累计+0.18%（滞涨），量685025>1.5×20日均372776 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,梯量柱
2025-07-30,300394,天孚通信,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,价升量缩,缩量柱
2025-07-31,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+0.62% 当日+3.95% → 累计+0.05%（滞涨），量657159>1.5×20日均396529 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+0.62% 当日+3.95% → 累计+0.05%（滞涨），量657159>1.5×20日均396529 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,普通量柱
2025-08-01,300394,天孚通信,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:52,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2025-08-04,300394,天孚通信,出货,出货,0.33,大盘共振,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-08-05,300394,天孚通信,出货,出货,0.33,大盘共振,2026-09-19 20:23:52,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
